edge_id,i,j,conductance
824,14,48,4.05919448705e-11
825,14,49,1.54927889714e-11
826,14,50,1.75361199945e-10
827,14,51,5.40861737905e-10
828,14,52,5.61989221829e-10
829,14,53,1.35090108888e-10
830,14,54,3.96421417226e-11
831,14,55,3.71408262711e-11
832,14,56,3.23303030942e-11
833,14,57,3.16506266435e-11
834,14,58,4.10483311029e-11
835,14,59,3.25385425149e-11
836,14,60,3.18248222488e-11
837,14,61,3.11064624607e-11
838,14,62,5.08176582007e-11
839,14,63,3.04114844987e-11
840,15,16,0.1
841,15,17,1.67785361492e-10
842,15,18,1.11152831069e-10
843,15,19,3.33289840653e-10
844,15,20,1.66764867322e-10
845,15,21,2.22222804566e-16
846,15,22,1.23269882338e-10
847,15,23,0.1
848,15,24,0.1
849,15,25,2.54552629461e-10
850,15,26,1.80773064679e-10
851,15,27,1.15330359912e-10
852,15,28,9.18137030308e-19
853,15,29,9.46762173865e-14
854,15,30,2.66656896611e-10
855,15,31,0.1
856,15,32,0.1
857,15,33,1.90899619235e-10
858,15,34,1.47253562979e-10
859,15,35,1.5081092457e-10
860,15,36,2.09538672465e-10
861,15,37,3.97712538916e-11
862,15,38,1.32235444476e-11
863,15,39,0.1
864,15,40,0.1
865,15,41,3.3385108504e-11
866,15,42,3.33049682165e-11
867,15,43,2.68574593531e-10
868,15,44,1.84042332952e-10
869,15,45,1.51780835069e-11
870,15,46,1.13155529146e-10
871,15,47,0.1
872,15,48,0.1
873,15,49,4.70672692838e-10
874,15,50,1.58884778972e-12
875,15,51,0.116029506512
876,15,52,0.135666139194
877,15,53,1.32538552624e-14
878,15,54,3.32778458492e-10
879,15,55,0.1
880,15,56,0.1
881,15,57,0.1
882,15,58,0.1
883,15,59,0.1
884,15,60,0.1
885,15,61,0.1
886,15,62,0.1
887,15,63,0.1
888,16,17,1.69168764454e-10
889,16,18,1.12144140157e-10
890,16,19,3.35341042493e-10
891,16,20,1.68590917233e-10
892,16,21,2.75231242152e-16
893,16,22,1.25215879555e-10
894,16,23,0.1
895,16,24,0.1
896,16,25,2.5523667938e-10
897,16,26,1.85268869233e-10
898,16,27,1.16477645073e-10
899,16,28,2.54681096489e-19
900,16,29,1.97821538999e-22
901,16,30,2.62260455687e-10
902,16,31,0.1
903,16,32,0.1
904,16,33,1.86781398836e-10
905,16,34,1.47819811386e-10
906,16,35,1.51718704042e-10
